stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1113,LocRivNB,Lockhaven @ River Rd,LOCKHAVEN DR NE & CHEMAWA RD N,45.004782,-123.023532,,,,,,0
1114,LockVerd,Lockhaven @ Verda,LOCKHAVEN DR NE & VERDA LN NE,45.005258,-123.019176,,,,,,0
1117,Manz14NB,Manzanita @ 14th,MANZANITA ST NE & 14TH AV NE,45.011427,-123.013822,,,,,,0
1133,LocVerSB,Lockhaven @ Verda,LOCKHAVEN DR NE & VERDA LN NE,45.005321,-123.01915,,,,,,0
1134,Lock_DQ,Lockhaven @ Dairy Queen,761 LOCKHAVEN DR NE & HALIFAX SQ SE,45.004746,-123.023976,,,,,,0
1135,CheRicSB,Chemawa @ Rickman,CHEMAWA RD NE & 10TH AV NE,44.996847,-123.018707,,,,,,0
1136,CheVerSB,Chemawa @ Verda,VERDA LN NE & CHEMAWA RD NE,44.997493,-123.012599,,,,,,0
1137,VerDeaSB,Verda @ Dearborn,VERDA LN NE & DEARBORN AV NE,44.993683,-123.01199,,,,,,0
1138,VerCheSB,Verda @ Chelan,VERDA LN NE & CHELAN ST NE,44.99051,-123.011737,,,,,,0
1139,VerClaSB,Verda @ Claxter,VERDA LN NE & 18TH AV NE,44.987563,-123.009986,,,,,,0
1140,HyacRXSB,Hyacinth @ Railroad Crossing,HYACINTH ST NE & MAINLINE DR NE,44.983015,-123.006382,,,,,,0
1142,LanHaySB,Lancaster @ Hayesville,LANCASTER DR NE & NESTOR LN NE,44.989129,-122.983182,,,,,,0
1144,LanNewSB,Lancaster @ Newcastle,LANCASTER DR NE & LA PALMS LN NE,44.984716,-122.983299,,,,,,0
1145,LanIbiSB,Lancaster @ Iberis,LANCASTER DR NE & IBERIS ST NE,44.982344,-122.983339,,,,,,0
1146,LanSatSB,Lancaster @ Satter,LANCASTER DR NE & UNNAMED ST,44.979433,-122.983392,,,,,,0
1147,LanManSB,Lancaster @ Manor,LANCASTER DR NE & MANOR DR NE,44.945637,-122.983668,,,,,,0
1148,LanDStSB,Lancaster @ D St,LANCASTER DR NE & D ST NE,44.943409,-122.983429,,,,,,0
1149,LanDenSB,Lancaster @ Denver (Lanc Mall),LANCASTER DR NE & D ST NE,44.942124,-122.983265,,,,,,0
1150,LanMonSB,Lancaster @ Monroe,LANCASTER DR NE & MONROE AV NE,44.933642,-122.983245,,,,,,0
1151,LanAmbSB,Lancaster @ Amber,LANCASTER DR NE & AMBER ST NE,44.931656,-122.983386,,,,,,0
1152,LanSant,Lancaster @ Santiam Theater,365 LANCASTER DR SE & MAHRT AV SE,44.924109,-122.98367,,,,,,0
1153,LanDurSB,Lancaster @ Durbin,LANCASTER DR SE & DURBIN AV SE,44.921754,-122.982205,,,,,,0
1156,BroPinOB,Broadway @ Pine,BROADWAY ST NE & SPRUCE ST NE,44.962164,-123.028506,,,,,,0
1157,BroLocOB,Broadway @ Locust,BROADWAY ST NE & LOCUST ST NE,44.964408,-123.028706,,,,,,0
1159,BroPlaOB,Broadway @ Plaza Del Rey,BROADWAY ST NE & UNNAMED RD NE,44.972467,-123.028434,,,,,,0
1160,RivSunOB,River Rd @ Sunset,RIVER RD N & TRIPLE TREE CR N,44.983944,-123.026475,,,,,,0
1161,RivManOB,River Rd @ Manbrin,RIVER RD N & MANBRIN DR NE,44.986989,-123.026754,,,,,,0
1162,RivCumOB,River Rd @ Cummings,RIVER RD N & CUMMINGS LN N,44.989658,-123.026555,,,,,,0
1163,RivDeaOB,River Rd @ Dearborn,DEARBORN AV NE & DEARBORN AV N,44.99336,-123.026631,,,,,,0
1164,RivLocOB,River Rd @ Lockhaven,RIVER RD N & LOCKHAVEN DR N,45.005254,-123.025254,,,,,,0
1175,RivDeaIB,River Rd @ Dearborn,RIVER RD N & CHURCHDALE AV N,44.993572,-123.026777,,,,,,0
1176,RivCumIB,River Rd @ Cummings,RIVER RD N & CUMMINGS LN N,44.989822,-123.026766,,,,,,0
1177,RivManIB,River Rd @ Manbrin,RIVER RD N & MANBRIN DR N,44.986818,-123.02667,,,,,,0
1178,RivSunIB,River Rd @ Sunset,RIVER RD N & MANBRIN DR N,44.984176,-123.026657,,,,,,0
1179,BroaPlaz,Broadway @ Plaza Del Rey,3175 BROADWAY ST NE & UNNAMED RD NE,44.97218,-123.028625,,,,,,0
1181,BroLocIB,Broadway @ Locust,BROADWAY ST NE & LOCUST ST NE,44.964272,-123.028638,,,,,,0
1182,BroPinIB,Broadway @ Pine,BROADWAY ST NE & HICKORY ST NE,44.962497,-123.028706,,,,,,0
1186,DoakBrus,Doaks Ferry @ Brush College,DOAKS FERRY RD NW & WINTERGREEN AV NW,44.970983,-123.076935,,,,,,0
1190,GleKarOB,Glen Creek @ Karen,GLEN CREEK RD NW & PATTERSON ST NW,44.950219,-123.05885,,,,,,0
1215,WalTagOB,Wallace @ Taggart,WALLACE RD NW & UNNAMED ST,44.947521,-123.050374,,,,,,0
1219,FaiSSCOB,Fairway @ Commercial (SSSC),6450 FAIRWAY AV SE & MADRAS ST SE,44.862025,-123.019805,,,,,,0
1222,TaggWall,Taggart @ Wallace,TAGGART DR NW & 7TH ST NW,44.947413,-123.051034,,,,,,0
1223,LibPriIB,Liberty @ Mill,LIBERTY ST SE & MILL ST SE,44.936366,-123.04051,,,,,,0
1229,LanRicNB,Lancaster @ Rich,3314 LANCASTER DR NE & RICH DR NE,44.968092,-122.983412,,,,,,0
1230,LanRicIB,Lancaster @ Rich,LANCASTER DR NE & RICH DR NE,44.968245,-122.983552,,,,,,0
1231,CotCenIB,Cottage @ Center,COTTAGE ST NE & CHEMEKETA ST NE,44.941889,-123.03247,,,,,,0
1233,ComTraOB,Commercial @ Trade,COMMERCIAL ST SE & FRONT ST SE,44.938546,-123.041452,,,,,,0
1236,LancSadd,Lancaster @ Saddle Club,LANCASTER DR SE & SADDLE CLUB ST SE,44.901768,-122.972032,,,,,,0
1246,BaxSnoOB,Baxter @ Snowflake,BAXTER RD SE & KALI ST SE,44.877549,-123.019562,,,,,,0
1250,RivProIB,River Rd @ Promenade Way,RIVER RD N & PROMENADE WY N,45.005618,-123.024675,,,,,,0
1251,RivMcnSB,River Rd @ McNary Estates,RIVER RD N & PROMENADE WY N,45.010425,-123.021195,,,,,,0
1256,UniWinSW,Union @ Winter (SW Corner),UNION ST NE & WINTER ST NE,44.943911,-123.029742,,,,,,0
1257,CenCotSE,Center @ Cottage,CENTER ST NE & COTTAGE ST NE,44.941925,-123.032028,,,,,,0
1258,FairColu,Fairgrounds Rd @ Columbia,FAIRGROUNDS RD NE & COLUMBIA ST NE,44.958584,-123.017165,,,,,,0
1259,PortSrCe,Portland Rd @ Highland (Center 50+),PORTLAND RD NE & FAIRGROUNDS RD NE,44.960479,-123.015286,,,,,,0
1262,ComRurOB,Commercial @ Rural,COMMERCIAL ST SE & RURAL AV SE,44.921294,-123.044709,,,,,,0
1263,StaCotOB,State @ Cottage,STATE ST & COTTAGE ST NE,44.938654,-123.033789,,,,,,0
1264,CenWinOB,Center @ Winter,CENTER ST NE & SUMMER ST NE,44.941494,-123.030381,,,,,,0
1266,MarCapOB,Market @ Capitol,MARKET ST NE & CAPITOL ST NE,44.949023,-123.02294,,,,,,0
1283,EolMulIB,Eola @ Mule Deer,EOLA DR NW & EAGLE VIEW DR NW,44.942396,-123.08185,,,,,,0
1285,CenVinIB,Center @ Vinyard,CENTER ST NE & ILLINOIS AV NE,44.939908,-122.995594,,,,,,0
1298,FairAcad,Fairgrounds Rd @ Academy,FAIRGROUNDS RD NE & ACADEMY ST NE,44.957461,-123.018789,,,,,,0
1301,BrooHigh,Brooks @ Highland (Center 50+),BROOKS AV NE & HIGHLAND AV NE,44.960462,-123.016352,,,,,,0
1304,DStSumOB,D St @ Summer,D ST NE & SUMMER ST NE,44.946498,-123.025554,,,,,,0
1305,WilsTC,Wilsonville Station,SMART TRANSIT CENTER & CHURCH ST NE,45.311436,-122.77638,,,,,,0
1308,KrocCntr,Bill Frey Dr @ Kroc Center,BILL FREY DR NE & ALPINE LAKES ST SE,44.976186,-123.008542,,,,,,0
1314,RickShop,Rickey @ Shopko,RICKEY ST SE & ALPINE LAKES ST SE,44.915615,-122.977406,,,,,,0
1323,Pen49OB,Pennsylvania @ 49th Ave,PENNSYLVANIA AV SE & 49TH AV SE,44.922987,-122.961065,,,,,,0
1324,PenWagOB,Pennsylvania @ Wagon Road,PENNSYLVANIA AV SE & WAGON ROAD DR SE,44.923606,-122.958996,,,,,,0
1325,RicConOB,Rickey @ Connecticut (Houck M.S.),RICKEY ST SE & CONNECTICUT AV SE,44.916841,-122.971032,,,,,,0
1327,DaviCros,Davis @ Crossler Middle School,DAVIS RD S & LIBERTY RD S,44.873161,-123.063787,,,,,,0
1328,DaviStoc,Davis @ Stockton,DAVIS RD S & STOCKTON AV S,44.873169,-123.066854,,,,,,0
1330,RedlSumm,Red Leaf @ Summercrest,RED LEAF DR S & SUMMERCREST DR S,44.879819,-123.070391,,,,,,0
1331,SummSkyl,Summercrest @ Skyline,SUMMERCREST DR S & SKYLINE RD S,44.880031,-123.073247,,,,,,0
1332,SkylDC,Skyline @ Doctor's Clinic,SKYLINE RD S & SKYLINE VILLAGE LP S,44.88239,-123.070654,,,,,,0
1333,SkylJose,Skyline @ Joseph,SKYLINE RD S & JOSEPH ST S,44.886945,-123.065753,,,,,,0
1334,RedlCeda,Red Leaf @ Cedarcrest,RED LEAF DR S & CEDARCREST DR S,44.877709,-123.070395,,,,,,0
1335,SkylLibe,Skyline @ Liberty Circle,SKYLINE RD S & LIBERTY CR S,44.889387,-123.061789,,,,,,0
1336,LibeHrub,Liberty @ Hrubetz,LIBERTY RD S & HRUBETZ RD SE,44.891257,-123.05934,,,,,,0
1337,MadrNeef,Madrona @ Neef,MADRONA AV SE & NEEF AV SE,44.904762,-123.044464,,,,,,0
1338,MadrHali,Madrona @ Halifax,MADRONA AV SE & HALIFAX SQ SE,44.904834,-123.049093,,,,,,0
1340,LoneIdyl,Lone Oak @ Idylwood,LONE OAK RD SE & IDYLWOOD DR SE,44.891222,-123.048189,,,,,,0
1341,PineBrks,Pine @ Brooks,PINE ST NE & BROOKS AV NE,44.96213,-123.015781,,,,,,0
1344,SilvLanc,Silverton Rd @ Lancaster,SILVERTON RD NE & LANCASTER DR NE,44.969559,-122.982759,,,,,,0
1345,PortNort,Portland Rd @ Northgate,PORTLAND RD NE & BILL FREY DR NE,44.973573,-123.002314,,,,,,0
1346,PortBill,Portland Rd @ Bill Frey Dr,PORTLAND RD NE & BILL FREY DR NE,44.973417,-123.002678,,,,,,0
1347,8th_McNa,8th @ McNary,8TH ST NW & MCNARY AV NW,44.946827,-123.05965,,,,,,0
1350,HappKale,Happy @ Kale,HAPPY DR NE & KALE ST NE,44.996881,-122.975494,,,,,,0
1355,SunElRa,Sunnyview @ El Rancho,SUNNYVIEW RD NE & EL RANCHO AV NE,44.953831,-122.980198,,,,,,0
1356,SunHolOB,Sunnyview @ Hollywood,SUNNYVIEW RD NE & HOLLYWOOD DR NE,44.953901,-122.976975,,,,,,0
1357,Sun45OB,Sunnyview @ 45th,SUNNYVIEW RD NE & 45TH AV NE,44.954061,-122.972622,,,,,,0
1358,Sunn45th,Sunnyview @ 45th,SUNNYVIEW RD NE & 45TH AV NE,44.954151,-122.972685,,,,,,0
1359,SunHolIB,Sunnyview @ Hollywood,SUNNYVIEW RD NE & HOLLYWOOD DR NE,44.953928,-122.976721,,,,,,0
1360,SunScoIB,Sunnyview @ Scotsman Ln,SUNNYVIEW RD NE & EL RANCHO AV NE,44.953912,-122.980922,,,,,,0
1361,PortLana,Portland Rd @ Lana,PORTLAND RD NE & LANA AV NE,44.966733,-123.009103,,,,,,0
1362,PortCarl,Portland Rd @ Carleton Way,PORTLAND RD NE & DONALD ST NE,44.971099,-123.0049,,,,,,0
1363,PorDonIB,Portland Rd @ Donald,PORTLAND RD NE & DONALD ST NE,44.970928,-123.005091,,,,,,0
1369,BruWinOB,Brush College @ Wintergreen,BRUSH COLLEGE RD NW & WINTERGREEN AV NW,44.971626,-123.068115,,,,,,0
1371,Gert7th,Gerth @ 7th,GERTH ST NW & 7TH ST NW,44.945129,-123.061388,,,,,,0
1374,25thMiss,25th @ Mission,25TH ST SE & MISSION ST SE,44.921923,-123.010715,,,,,,0
1375,25thMcGi,25th @ McGilchrist,25TH ST SE & MCGILCHRIST ST SE,44.916729,-123.010298,,,,,,0
1382,UlalKeiz,Ulali @ Keizer Station Blvd,ULALI DR NE & KEIZER STATION BV NE,45.011132,-122.996364,,,,,,0
1384,ChemEliz,Chemawa @ Elizabeth,CHEMAWA RD N & ELIZABETH ST N,44.99691,-123.028777,,,,,,0
1385,ChemDeli,Chemawa @ Delight,CHEMAWA RD N & CELTIC WY N,44.996892,-123.034072,,,,,,0
1386,ChemShor,Chemawa @ Shoreline,CHEMAWA RD N & SHORELINE DR N,44.997026,-123.040155,,,,,,0
1387,WinWilSB,Windsor Island @ Willow Lake,WINDSOR ISLAND RD N & KOALA ST N,45.000009,-123.042772,,,,,,0
1389,LockInla,Lockhaven @ Inland Shores,LOCKHAVEN DR N & INLAND SHORES WY N,45.004378,-123.027266,,,,,,0
1390,LockLake,Lockhaven @ Lakefair Pl,LOCKHAVEN DR N & LAKEFAIR PL N,45.00382,-123.031038,,,,,,0
1391,LockMcCl,Lockhaven @ McClure,LOCKHAVEN DR N & MCCLURE ST N,45.003998,-123.037829,,,,,,0
1392,LockWild,Lockhaven @ Wildwood Ct,LOCKHAVEN DR N & UNNAMED RD N,45.004018,-123.041554,,,,,,0
1393,WindTren,Windsor Island @ Trent Ave,WINDSOR ISLAND RD N & TRENT AV N,45.003173,-123.044728,,,,,,0
1394,ChemSpri,Chemawa @ Springtime Ct,CHEMAWA RD NE & SPRINGTIME CT NE,45.001617,-123.009499,,,,,,0
1396,Sweg45th,Swegle @ 45th,SWEGLE RD NE & 45TH AV NE,44.949075,-122.973248,,,,,,0
1397,LanCenSB,Lancaster @ Center,LANCASTER DR NE & CENTER ST NE,44.939886,-122.982974,,,,,,0
1398,LanCenNB,Lancaster @ Center,LANCASTER DR NE & CENTER ST NE,44.939572,-122.982949,,,,,,0
1399,WalTagIB,Wallace @ Taggart,WALLACE RD NW & TAGGART DR NW,44.947907,-123.05073,,,,,,0
1407,FuhrHaye,Fuhrer @ Hayesville,FUHRER ST NE & HAYESVILLE DR NE,44.990944,-122.962255,,,,,,0
1408,HayePatr,Hayesville @ Patricia,HAYESVILLE DR NE & JANICE AV NE,44.990147,-122.968821,,,,,,0
1409,HayeLisa,Hayesville @ Lisa,HAYESVILLE DR NE & LISA ST NE,44.989997,-122.973379,,,,,,0
1412,KalePort,Kale @ Portland Rd,KALE ST NE & PORTLAND RD NE,44.997152,-122.979354,,,,,,0
1415,FuhrWBPo,Fuhrer @ WB Post,FUHRER ST NE & WB POST DR NE,44.988426,-122.962456,,,,,,0
1421,SilvHawt,Silverton Rd @ Hawthorne,SILVERTON RD NE & HAWTHORNE AV NE,44.967878,-122.991862,,,,,,0
1422,SilvFish,Silverton Rd @ Fisher,SILVERTON RD NE & FISHER RD NE,44.968453,-122.988756,,,,,,0
1424,SilvTier,Silverton Rd @ Tierra,SILVERTON RD NE & TIERRA DR NE,44.969948,-122.9776897,,,,,,0
1425,SilFisIB,Silverton Rd @ Fisher,SILVERTON RD NE & FISHER RD NE,44.968707,-122.988094,,,,,,0
1426,SilHawIB,Silverton Rd @ Hawthorne,SILVERTON RD NE & HAWTHORNE AV NE,44.968177,-122.991384,,,,,,0
1427,PinMapIB,Pine @ Maple,PINE ST NE & MAPLE AV NE,44.962323,-123.024759,,,,,,0
1428,PineMapl,Pine @ Maple,PINE ST NE & MAPLE AV NE,44.962241,-123.024538,,,,,,0
1437,SilvSedo,Silverton Rd @ Sedona,SILVERTON RD NE & SEDONA AV NE,44.966336,-123.000047,,,,,,0
1438,BrowWyom,Brown @ Wyoming,BROWN RD NE & WYOMING AV NE,44.968893,-122.970502,,,,,,0
1439,StatOakm,State @ Oakmont,STATE ST & OAKMONT CT SE,44.927973,-122.962749,,,,,,0
1440,Mari12IB,Marion @ 12th,MARION ST NE & 12TH ST NE,44.941476,-123.025453,,,,,,0
1441,RedlWaln,Red Leaf @ Waln Creek,RED LEAF DR S & WALN CREEK DR S,44.875594,-123.070481,,,,,,0
1442,GerElmIB,Gerth @ Elm,GERTH ST NW & ELM ST NW,44.942523,-123.059876,,,,,,0
1446,HapGerOB,Happy @ Geranium,HAPPY DR NE & GERANIUM AV NE,44.993179,-122.975751,,,,,,0
1447,17GranIB,17th @ Grant,17TH ST NE & GRANT ST NE,44.953317,-123.011176,,,,,,0
1448,LockKafi,Lockhaven @ Kafir,LOCKHAVEN DR NE & CRESTWOOD CT NE,45.005779,-123.01374,,,,,,0
1453,CenLanMa,Center @ Lanc Mall (McGrath's),CENTER ST NE & LANCASTER DR NE,44.939807,-122.987073,,,,,,0
1454,Mark15th,Market @ 15th,MARKET ST NE & 14TH ST NE,44.948942,-123.017716,,,,,,0
1455,30thSilv,Silverton Rd @ 30th,SILVERTON RD NE & 30TH AV NE,44.966991,-122.996652,,,,,,0
1456,SilvEver,Silverton Rd @ Evergreen,SILVERTON RD NE & ABRAMS AV NE,44.965572,-123.001894,,,,,,0
1457,PorRivSB,Brooks - Portland Rd @ Riverton,PORTLAND RD NE & RIVERTON ST NE,45.04772,-122.954574,,,,,,0
1459,1stArthu,Woodburn Transit Center - 1st @ Arthur,N 1ST ST & ARTHUR ST,45.142389,-122.857903,,,,,,0
1460,MtHoo99E,Woodburn Bi-Mart - 1700 Mt Hood Ave,MT HOOD AV & PROGRESS WY,45.151195,-122.83492,,,,,,0
1464,ChurClev,Mt. Angel - Church @ Cleveland,E CHURCH ST & S GARFIELD ST,45.067422,-122.797649,,,,,,0
1468,Mai5thWB,Aumsville - Main @ 5th,MAIN ST & S 5TH ST,44.84091,-122.870477,,,,,,0
1469,1stFirEB,Stayton Safeway - First @ Fir,N 1ST AV & E FIR ST,44.805253,-122.794434,,,,,,0
1470,SublGolf,Stayton DMV/DHS - Sublimity Rd @ Golf Club Rd,SUBLIMITY RD SE & 2ND ST SE,44.831628,-122.822375,,,,,,0
1482,Mai5thEB,Aumsville - Main @ 5th,MAIN ST & S 5TH ST,44.840749,-122.870452,,,,,,0
1483,JohnStar,Sublimity - Johnson @ Starr,NW JOHNSON ST & NW STARR ST,44.83095,-122.79567,,,,,,0
1484,Was4thEB,Stayton Downtown - Washington @ 4th,E WASHINGTON ST & N 4TH AV,44.800712,-122.791322,,,,,,0
1486,GinGroWB,Mehama - Gingerbread @ Grove,GINGERBREAD ST SE & GROVE ST SE,44.792193,-122.618909,,,,,,0
1487,Main10EB,Lyons - Main @ 10th,1114 UNNAMED RD,44.773539,-122.611164,,,,,,0
1488,CentHore,Gates Park and Ride - Central @ Horeb,W CENTRAL AV & E CENTRAL AV,44.755475,-122.416705,,,,,,0
1489,Ivy1stEB,Mill City - Ivy @ 1st,829 SANTIAM PARK RD SE & UNNAMED RD,44.749211,-122.477588,,,,,,0
1491,1stFirWB,Stayton Safeway - First @ Fir,N 1ST AV & E PINE ST,44.805639,-122.79423,,,,,,0
1492,Was4thWB,Stayton Downtown - Washington @ 4th,E WASHINGTON ST & N 4TH AV,44.800847,-122.791385,,,,,,0
1495,Main10WB,Lyons - Main @ 10th,NORTH SANTIAM HW SE & JENNIE RD SE,44.773708,-122.610995,,,,,,0
1496,Stat3501,3501 State (Roberts H.S.),STATE ST & I 5 NB,44.928059,-122.989884,,,,,,0
1500,KingDall,Dallas Walmart - 321 NE Kings Valley Hwy,E ELLENDALE AV & SE UGLOW AV,44.93141,-123.30832,,,,,,0
1502,13thMonm,Independence Roth's - 13th @ Monmouth St,S 13TH ST & MONMOUTH ST,44.850843,-123.204208,,,,,,0
1506,WashLewi,West Valley Hospital - Washington @ Lewis,SE WASHINGTON ST & SE LEWIS ST,44.919329,-123.310247,,,,,,0
1509,CentPark,Center @ Park,CENTER ST NE & PARK AV NE,44.939791,-122.999366,,,,,,0
1513,MonChuEB,Western Oregon U  - Monmouth Ave @ Church,N MONMOUTH AV & N KNOX ST,44.85222,-123.23748,,,,,,0
1515,Mon2ndEB,Independence Library - Monmouth St @ 2nd,MONMOUTH ST & S 2ND ST,44.851058,-123.185527,,,,,,0
1516,MaiPolEB,Independence North - Main @ Polk,N MAIN ST & N POLK ST,44.860426,-123.184565,,,,,,0
1517,MaiPolWB,Independence North - Main @ Polk,N MAIN ST & N POLK ST,44.860219,-123.184793,,,,,,0
1518,Mon2ndWB,Independence Library - Monmouth St @ 2nd,MONMOUTH ST & S 2ND ST,44.851243,-123.18628,,,,,,0
1520,MonChuWB,Western Oregon U  - Monmouth Ave @ Church,N MONMOUTH AV & N KNOX ST,44.8525,-123.23724,,,,,,0
1522,WashLyle,West Valley Hospital - Washington @ Lyle,SE WASHINGTON ST & SE LEWIS ST,44.919513,-123.312366,,,,,,0
1523,JeffeOak,Dallas Downtown - Jefferson @ Oak,SE JEFFERSON ST & SE MILL ST,44.922499,-123.315207,,,,,,0
1550,12Lesl,12th @ Leslie,12TH ST SE & OAK ST SE,44.931125,-123.030084,,,,,,0
1553,UlalStad,Ulali @ Stadium,,45.008877,-122.999057,,,,,,0
1554,UlalJor,Ulali @ Jorie,,45.007124,-122.999121,,,,,,0
1555,StadUla,Stadium @ Ulali,,45.009326,-122.998445,,,,,,0
1556,McleTepp,McLeod @ Tepper,MCLEOD LN NE & STONE HEDGE DR NE,45.013707,-123.006756,,,,,,0
1557,McleDenn,McLeod @ Dennis Ray,MCLEOD LN NE & ALDINE DR NE,45.00758,-123.006803,,,,,,0
1558,McleManz,McLeod @ Manzanita,MCLEOD LN NE & MANZANITA ST NE,45.011686,-123.006751,,,,,,0
1559,14thSton,14th @ Stone Hedge,14TH AV NE & STONE HEDGE CT NE,45.013723,-123.013484,,,,,,0
1560,ManzTrai,Manzanita @ Trail,MANZANITA ST NE & TRAIL AV NE,45.010611,-123.019449,,,,,,0
1562,ChemIndi,Chemawa @ Chemawa Indian School,CHEMAWA RD NE,45.004479,-122.986448,,,,,,0
1566,RiveBeve,River Rd @ Bever,RIVER RD N & BEVER DR NE,44.979333,-123.026708,,,,,,0
1570,LancStat,Lancaster @ State,LANCASTER DR SE & LA BRANCH ST SE,44.927222,-122.983597,,,,,,0
1573,12thMill,12th @ Mill,12TH ST SE & 13TH BELLEVUE CP SE,44.933766,-123.028879,,,,,,0
1574,WintSalH,Winter @ Oak (Salem Hospital),WINTER ST SE & BELLEVUE ST SE,44.933595,-123.034765,,,,,,0
1579,ParkOnel,Parkmeadow @ Oneil,PARKMEADOW DR NE & O'NEIL RD NE,45.024573,-123.012565,,,,,,0
1580,BarnComm,Barnes @ Commercial,BARNES AV SE & COMMERCIAL ST SE,44.881288,-123.030528,,,,,,0
1583,LibeKueb,Liberty @ Kuebler,LIBERTY RD S & CHARLENE ST S,44.883377,-123.061054,,,,,,0
1584,SkylKueb,Skyline @ Kuebler,SKYLINE RD S & KUEBLER BV S,44.882556,-123.070802,,,,,,0
1585,SunnWood,Sunnyside @ Woodmansee,SUNNYSIDE RD SE & KEGLERS LN SE,44.888348,-123.035751,,,,,,0
1586,BoonCumS,Boone @ Cumberland,BOONE RD SE & HIGH ST NE,44.884904,-123.059622,,,,,,0
1587,BoonCumN,Boone @ Cumberland,BOONE RD SE & CUMBERLAND CT SE,44.885146,-123.059924,,,,,,0
1590,TradChur,Trade @ Church,TRADE ST SE & HIGH ST SE,44.937163,-123.036999,,,,,,0
1591,RyanCarw,Ryan @ Carwash,RYAN DR SE & VALE CT SE,44.919522,-123.00053,,,,,,0
1595,PrinChur,Pringle Pkwy @ Church,PRINGLE PY SE & VALE CT SE,44.938052,-123.035616,,,,,,0
1598,BroaBelm,Broadway @ Belmont,BROADWAY ST NE & E ST NE,44.949864,-123.032194,,,,,,0
1599,CommBell,Commercial @ Bellevue,COMMERCIAL ST SE & TRADE ST SE,44.936731,-123.042441,,,,,,0
1600,CommRoyv,Commercial @ Royvonne,COMMERCIAL ST SE & TRADE ST SE,44.884683,-123.031998,,,,,,0
1602,MadrFirc,Madras @ Fircrest,MADRAS ST SE & FIRCREST ST SE,44.866212,-123.024785,,,,,,0
1606,Fire6062,Fire Protection Way @ Buildings 60 & 62,FIRE PROTECTION WY NE & EAST CAMPUS LP NE,44.976752,-122.975053,,,,,,0
1608,45thPaci,45th @ Pacifica,45TH AV NE & PACIFICA WY NE,44.974028,-122.973303,,,,,,0
1614,SunnIcab,Sunnyview @ Icabod,SUNNYVIEW RD NE & GREENTREE DR NE,44.954832,-122.967621,,,,,,0
1618,WalkFutu,Walker @ Future,WALKER RD NE & SUNNYVIEW RD NE,44.951838,-122.963449,,,,,,0
1623,WallGlen,Wallace @ Glen Creek,WALLACE RD NW & GLEN CREEK RD NW,44.950396,-123.051822,,,,,,0
1634,MildMarE,Mildred @ Marstone,MILDRED LN SE,44.872932,-123.029049,,,,,,0
1635,BarnLesS,Barnes @ Les Schwab,BARNES AV SE & MARSTONE CT SE,44.881098,-123.027637,,,,,,0
1637,ChurMilE,Church @ Mill Creek,CHURCH ST NE & HIGH ST SE,44.946427,-123.031721,,,,,,0
1638,17thKans,17th @ Kansas,17TH ST NE & KANSAS AV NE,44.944827,-123.015353,,,,,,0
1639,LansDorE,Lansing @ Dorothy,LANSING AV NE & RAWLINS AV NE,44.957583,-122.997544,,,,,,0
1640,LansKeeE,Lansing @ Keen,LANSING AV NE & KEEN AV NE,44.962058,-122.997495,,,,,,0
1641,HawtSilE,Hawthorne @ Silverton,HAWTHORNE AV NE & SILVERTON RD NE,44.968937,-122.991554,,,,,,0
1642,HawtNorE,Hawthorne @ Northgate Park,HAWTHORNE AV NE & SILVERTON RD NE,44.972516,-122.991486,,,,,,0
1643,HawtFelE,Hawthorne @ Felina,HAWTHORNE AV NE & FELINA AV NE,44.975986,-122.991463,,,,,,0
1644,HawtFelW,Hawthorne @ Felina,HAWTHORNE AV NE & FELINA AV NE,44.976362,-122.991798,,,,,,0
1645,HawtNorW,Hawthorne @ Northgate Park,HAWTHORNE AV NE & SILVERTON RD NE,44.97257,-122.991746,,,,,,0
1646,HawtSilW,Hawthorne @ Silverton,HAWTHORNE AV NE & SILVERTON RD NE,44.968832,-122.991776,,,,,,0
1647,LansSedo,Lansing @ Sedona,LANSING AV NE & SEDONA AV NE,44.965652,-122.997642,,,,,,0
1648,LansKeeW,Lansing @ Keen,LANSING AV NE & KEEN AV NE,44.961399,-122.997671,,,,,,0
1649,LansDorW,Lansing @ Dorothy,LANSING AV NE & DOROTHY ST NE,44.957942,-122.99776,,,,,,0
1650,LansSunn,Lansing @ Sunnyview,LANSING AV NE & BRENNA AV NE,44.954169,-122.997825,,,,,,0
1651,ChurMilW,Church @ Mill Creek,CHURCH ST NE & BRENNA AV NE,44.94625,-123.032073,,,,,,0
1654,LancWine,Lancaster @ Winema,LANCASTER DR NE & ADEN PL NE,44.974099,-122.98323,,,,,,0
1655,Jade47th,Jade @ 47th,JADE ST NE & 47TH AV NE,44.986156,-122.965663,,,,,,0
1656,47thWarE,47th @ Ward,47TH AV NE & WARD DR NE,44.98301,-122.96669,,,,,,0
1657,47thSatE,47th @ Satter,47TH AV NE & CAMPUS CT NE,44.98037,-122.966874,,,,,,0
1661,47thWarW,47th @ Ward,47TH AV NE & WARD DR NE,44.982627,-122.966617,,,,,,0
1662,47thJade,47th @ Jade,47TH AV NE & WHITMAN CR NE,44.985698,-122.966019,,,,,,0
1665,ChurMiss,Church @ Mission,CHURCH ST SE & LESLIE ST SE,44.932849,-123.038609,,,,,,0
