stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
458,LanCooIB,Lancaster @ Cooley,LANCASTER DR NE & COOLEY DR NE,44.976261,-122.983457,,,,,,0
459,LanRoAIB,Lancaster @ Winema (Rockwood Apts),LANCASTER DR NE & ROCKWOOD PARK NE,44.972864,-122.983485,,,,,,0
460,LanGooIB,Lancaster @ Stortz (Goodwill),3535 LANCASTER DR NE & STORTZ AV NE,44.971462,-122.983499,,,,,,0
462,LanDevIB,Lancaster @ Devonshire (Walmart),LANCASTER DR NE & DEVONSHIRE AV NE,44.965963,-122.983591,,,,,,0
463,LanBevIB,Lancaster @ Beverly,LANCASTER DR NE & BEVERLY AV NE,44.9612,-122.983671,,,,,,0
464,LanWolIB,Lancaster @ Wolverine,LANCASTER DR NE & WOLVERINE ST NE,44.958343,-122.983685,,,,,,0
465,LanSunIB,Lancaster @ Sunnyview,LANCASTER DR NE & SUNNYVIEW RD NE,44.954092,-122.983846,,,,,,0
467,LanMarIN,Lancaster @ Market,,44.951352,-122.983829,,,,,,0
477,DStCapIB,D St @ Capitol,D ST NE & CAPITOL ST NE,44.946409,-123.024666,,,,,,0
478,CentCapi,Center @ Capitol,CENTER ST NE & 12TH ST NE,44.940652,-123.027066,,,,,,0
480,Cen17OB,Center @ 17th,CENTER ST NE & 17TH ST NE,44.939328,-123.017524,,,,,,0
481,Cen21OB,Center @ 21st,CENTER ST NE & BREYS AV NE,44.939669,-123.012613,,,,,,0
484,CenEdiOB,Center @ Edina,CENTER ST NE & EDINA LN NE,44.939791,-122.99636,,,,,,0
485,CenOreOB,Center @ Oregon,CENTER ST NE & HAWTHORNE AV NE,44.939746,-122.992706,,,,,,0
486,CenTieOB,Center @ Tierra Dr,CENTER ST NE & TIERRA DR NE,44.93966,-122.977874,,,,,,0
487,Cen45OB,Center @ 45th Pl,CENTER ST NE & 45TH PL NE,44.93964,-122.97285,,,,,,0
488,RoyRegOB,Royalty @ Regal,ROYALTY DR NE & REGAL DR NE,44.942896,-122.966926,,,,,,0
489,RoyWinOB,Royalty @ Windsor,ROYALTY DR NE & WINDSOR WY NE,44.945959,-122.968345,,,,,,0
490,RoyKinOB,Royalty @ Kingdom Way,ROYALTY DR NE & KINGDOM WY NE,44.948271,-122.968577,,,,,,0
501,SwePriIB,Swegle @ Princess,SWEGLE RD NE & PRINCESS LN NE,44.949035,-122.965406,,,,,,0
503,RoyWinIB,Royalty @ Windsor,ROYALTY DR NE & WINDSOR WY NE,44.945901,-122.96853,,,,,,0
504,RoyRegIB,Royalty @ Regal,ROYALTY DR NE & REGAL DR NE,44.942962,-122.967112,,,,,,0
505,CenMitIB,Center @ Mitchell,CENTER ST NE & 45TH PL NE,44.939775,-122.972558,,,,,,0
506,CentFire,Center @ Firebird Lanes,4303 CENTER ST NE & CITATION DR NE,44.939822,-122.977094,,,,,,0
507,CenNorIB,Center @ Norman,CENTER ST NE & NORMAN AV NE,44.939918,-122.993101,,,,,,0
509,CentConc,Center @ Concord,CENTER ST NE & LANCASTER DR NE,44.939769,-122.981909,,,,,,0
511,Cen27IB,Center @ 27th,CENTER ST NE & 27TH PL NE,44.939954,-123.001384,,,,,,0
513,CenBreIB,Center @ Breys,CENTER ST NE & 21ST ST NE,44.939828,-123.012662,,,,,,0
514,Cen19IB,Center @ 19th,CENTER ST NE & 19TH ST NE,44.939624,-123.015393,,,,,,0
515,Cen17IB,Center @ 17th,CENTER ST NE & 17TH ST NE,44.939427,-123.017929,,,,,,0
516,CenWyaIB,Center @ Wyatt,CENTER ST NE & WYATT CT NE,44.939301,-123.019858,,,,,,0
518,Cou12IB,Court @ 12th,COURT ST NE & 13TH ST NE,44.938161,-123.026305,,,,,,0
519,CouWinIB,Court @ Winter,COURT ST NE & CAPITOL ST NE,44.939467,-123.031508,,,,,,0
520,CouCott,Court @ Cottage,COURT ST NE & COTTAGE ST NE,44.939887,-123.033163,,,,,,0
521,CentTarg,Center @ 36th (Target),3790 CENTER ST NE & LANCASTER DR NE,44.939578,-122.986631,,,,,,0
527,ComBoiOB,Commercial @ Boice,COMMERCIAL ST SE & OHMART AV SE,44.916047,-123.045025,,,,,,0
528,ComCanOB,Commercial @ Candalaria,COMMERCIAL ST SE & WALDO AV SE,44.914394,-123.045164,,,,,,0
529,ComVisOB,Commercial @ Vista,COMMERCIAL ST SE & VISTA AV SE,44.910737,-123.045069,,,,,,0
530,ComRatOB,Commercial @ Ratcliff,COMMERCIAL ST SE & RATCLIFF DR SE,44.908617,-123.044224,,,,,,0
532,ComHarOB,Commercial @ Harris,COMMERCIAL ST SE & EWALD AV SE,44.902193,-123.040101,,,,,,0
534,ComBroOB,Commercial @ Browning,COMMERCIAL ST SE & BROWNING AV SE,44.898409,-123.038492,,,,,,0
535,ComWelOB,Commercial @ Welcome,COMMERCIAL ST SE & WELCOME WY SE,44.89539,-123.037035,,,,,,0
537,ComKegOB,Commercial @ Keglers,4595 COMMERCIAL ST SE & KEGLERS LN SE,44.887827,-123.033443,,,,,,0
540,ComBarOB,Commercial @ Barnes,COMMERCIAL ST SE & BARNES AV SE,44.880146,-123.029158,,,,,,0
541,ComBaxOB,Commercial @ Baxter,COMMERCIAL ST SE & BAXTER RD SE,44.877289,-123.027371,,,,,,0
542,ComFabOB,Commercial @ Fabry,COMMERCIAL ST SE & FABRY RD SE,44.87383,-123.025267,,,,,,0
543,ComMdrOB,Commercial @ Madras,COMMERCIAL ST SE & WILTSEY RD SE,44.867065,-123.02092,,,,,,0
544,ComFaiOB,Commercial @ Fairway,6263 COMMERCIAL ST SE & MADRAS ST SE,44.863633,-123.018778,,,,,,0
545,FaiLexOB,Fairway @ Lexington,FAIRWAY AV SE & LEXINGTON CR SE,44.860408,-123.019577,,,,,,0
546,FaiReeOB,Fairway @ Rees Hill,FAIRWAY AV SE & REES HILL RD SE,44.857596,-123.018602,,,,,,0
547,ReeHunOB,Rees Hill @ Huntington,REES HILL RD SE & CINNAMON HILL DR SE,44.857427,-123.024142,,,,,,0
548,Ree14OB,Rees Hill @ 14th,REES HILL RD SE & 14TH AV SE,44.858051,-123.027564,,,,,,0
549,SunnCayu,Sunnyside @ Cayuse,SUNNYSIDE RD SE & CREEKSIDE DR SE,44.865062,-123.033695,,,,,,0
550,SunWilIB,Sunnyside @ Wiltsey,SUNNYSIDE RD SE & WILTSEY RD SE,44.868718,-123.034595,,,,,,0
556,ComBooIB,Commercial @ Boone,COMMERCIAL ST SE & BOONE RD SE,44.88294,-123.030768,,,,,,0
557,ComRoyIB,Commerical @ Royvonne,4801 COMMERCIAL ST SE & ROYVONNE AV SE,44.885887,-123.032429,,,,,,0
558,ComLanIB,Commercial @ Lansford,COMMERCIAL ST SE & LANSFORD DR SE,44.892652,-123.035548,,,,,,0
559,ComProIB,Commercial @ Promontory,COMMERCIAL ST SE & WINDING WY SE,44.896192,-123.037184,,,,,,0
560,ComPOIB,Commercial @ Vista Stn Post Office,COMMERCIAL ST SE & MARY AV SE,44.903136,-123.040507,,,,,,0
561,ComRatIB,Commercial @ Ratcliff,COMMERCIAL ST SE & RATCLIFF DR SE,44.908554,-123.044097,,,,,,0
562,CommAlic,Commercial @ Alice,COMMERCIAL ST SE & ALICE AV S,44.913504,-123.045113,,,,,,0
563,ComBoiIN,Commercial @ Boice,COMMERCIAL ST SE & BOICE ST S,44.915894,-123.044911,,,,,,0
564,ComHoyIB,Commercial @ Hoyt,COMMERCIAL ST SE & HOYT ST S,44.919099,-123.044593,,,,,,0
565,ComRurIB,Commercial @ Rural,COMMERCIAL ST SE & JERRIS AV SE,44.921168,-123.04462,,,,,,0
566,LibLinIB,Liberty @ Lincoln,LIBERTY ST SE & LINCOLN ST SE,44.925077,-123.042718,,,,,,0
567,LibMyeIB,Liberty @ Myers,LIBERTY ST SE & LEFFELLE ST SE,44.926884,-123.042608,,,,,,0
568,LibOweIB,Liberty @ Owens,LIBERTY ST SE & MILLER ST SE,44.930091,-123.042402,,,,,,0
596,CroJosIB,Croisan @ Joseph (Sprague HS),CROISAN SCENIC WY S & JOSEPH ST S,44.88764,-123.074634,,,,,,0
624,12LeeOB,12th @ Lee,12TH ST SE & LEE ST SE,44.929031,-123.030718,,,,,,0
625,12HinOB,12th @ Hines,12TH ST SE & CROSS ST SE,44.926614,-123.030693,,,,,,0
626,12HowOB,12th @ Howard,12TH ST SE & WILBUR ST SE,44.923838,-123.030693,,,,,,0
628,Hoy13OB,Hoyt @ 13th,HOYT ST SE & 13TH ST SE,44.918842,-123.029272,,,,,,0
629,PriMcGOB,Pringle @ McGilchrist,PRINGLE RD SE & MCGILCHRIST ST SE,44.916857,-123.027737,,,,,,0
630,PriPeaOB,Pringle @ Peace (Southbound),PRINGLE RD SE & PEACE ST SE,44.912563,-123.027273,,,,,,0
631,PriWooOB,Pringle @ Woodacre,PRINGLE RD SE & WOODACRE DR SE,44.909835,-123.026403,,,,,,0
632,PriHilOB,Pringle @ Hillendale,PRINGLE RD SE & HILLENDALE DR SE,44.907836,-123.025949,,,,,,0
641,SunnHilf,Sunnyside @ Hilfiker,SUNNYSIDE RD SE & WOODMANSEE ST SE,44.889175,-123.035801,,,,,,0
642,SunnBoxw,Sunnyside @ Boxwood,SUNNYSIDE RD SE & BOXWOOD LN SE,44.886246,-123.036346,,,,,,0
643,BooSunIB,Boone @ Sunnyside (Pinewood Apts),BOONE RD SE & SUNNYSIDE RD SE,44.883077,-123.038363,,,,,,0
644,BooPamIB,Boone @ Pam,BOONE RD SE & PAM AV SE,44.88307,-123.042445,,,,,,0
652,MadPioIB,Madrona @ Pioneer,MADRONA AV SE & PIONEER DR SE,44.904988,-123.038169,,,,,,0
653,MadPecIB,Madrona @ Peck,MADRONA AV SE & PECK AV SE,44.904965,-123.034316,,,,,,0
655,PriSalIB,Pringle @ Salishan,PRINGLE RD SE & HILLENDALE DR SE,44.908091,-123.025794,,,,,,0
656,PriWooIB,Pringle @ Woodacre,PRINGLE RD SE & HEATHER LN SE,44.909638,-123.026157,,,,,,0
657,PriPeaIB,Pringle @ Peace (Northbound),PRINGLE RD SE & PEACE ST SE,44.912535,-123.027064,,,,,,0
658,McGPriIB,McGilchrist @ Pringle,MCGILCHRIST ST SE & PRINGLE RD SE,44.916839,-123.028093,,,,,,0
659,13McGIB,13th @ McGilchrist,13TH ST SE & MCGILCHRIST ST SE,44.917144,-123.029095,,,,,,0
660,13HowIB,13th @ Howard,13TH ST SE & HOWARD ST SE,44.923784,-123.029234,,,,,,0
661,13HinIB,13th @ Hines,13TH ST SE & CROSS ST SE,44.926758,-123.029234,,,,,,0
662,MisUniIB,Mission @ University,MISSION ST SE & 12TH ST SE,44.930451,-123.031708,,,,,,0
687,MadHalIB,Madrona @ Halifax,MADRONA AV SE & HALIFAX SQ SE,44.904672,-123.048598,,,,,,0
688,MadHilIB,Madrona @ Hillview,MADRONA AV SE & NEEF AV SE,44.904697,-123.043754,,,,,,0
701,LanAubSB,Lancaster @ Auburn,LANCASTER DR NE & AUBURN RD NE,44.936619,-122.983228,,,,,,0
707,StatCapi,State @ Capitol Bldg,STATE ST & WAVERLY ST NE,44.937792,-123.030592,,,,,,0
708,Sta12OB,State @ 12th,STATE ST & 12TH ST SE,44.937028,-123.027382,,,,,,0
716,25LeeOB,25th @ Lee,25TH ST SE & LEE ST SE,44.928646,-123.010828,,,,,,0
717,25ClaOB,25th @ Claude,25TH ST SE & HYDE ST SE,44.925221,-123.010798,,,,,,0
718,MisFrdIB,Mission @ Ford,MISSION ST SE & FORD ST SE,44.925394,-123.016537,,,,,,0
726,2775_25,2775 25th,2775 25TH ST SE & MCGILCHRIST ST SE,44.911645,-123.010415,,,,,,0
727,MadNorOB,Madrona @ Norpac Foods,MADRONA AV SE & AVIATION LP SE,44.908506,-123.013865,,,,,,0
729,FaiMadOB,Fairview Industrial @ Madrona,FAIRVIEW INDUSTRIAL DR SE & MADRONA AV SE,44.905293,-123.017466,,,,,,0
733,FaiRee,Fairview Industrial @ Reed,FAIRVIEW INDUSTRIAL DR SE & CASCADIA INDUSTRIAL ST SE,44.897224,-123.008642,,,,,,0
735,3925Fair,3925 Fairview Industrial (1st pullout),3925 FAIRVIEW INDUSTRIAL DR SE & CASCADIA INDUSTRIAL ST SE,44.900575,-123.012927,,,,,,0
736,3685Fair,3685 Fairview Industrial (2nd pullout),3750 FAIRVIEW INDUSTRIAL DR SE & CASCADIA INDUSTRIAL ST SE,44.901917,-123.01462,,,,,,0
737,FaiMadIB,Fairview Industrial @ Madrona,FAIRVIEW INDUSTRIAL DR SE & MADRONA AV SE,44.905724,-123.017833,,,,,,0
738,MadNorIB,Madrona @ Norpac Foods,MADRONA AV SE & AVIATION LP SE,44.90803,-123.014185,,,,,,0
747,MissFord,Mission @ Ford,MISSION ST SE & FORD ST SE,44.925312,-123.017172,,,,,,0
748,25LeeIB,25th @ Lee,25TH ST SE & HYDE CT SE,44.928586,-123.010584,,,,,,0
764,LibHarOB,Liberty @ Harvard,LIBERTY RD S & EWALD AV S,44.9021689,-123.052179,,,,,,0
765,3875Libe,3875 Liberty,3875 LIBERTY RD S & UNNAMED ST,44.899798,-123.053665,,,,,,0
766,LibBroOB,Liberty @ Browning,LIBERTY RD S & BROWNING AV S,44.897286,-123.054771,,,,,,0
767,LibMizOB,Liberty @ Mize,LIBERTY RD S & IDYLWOOD DR SE,44.893993,-123.057561,,,,,,0
768,LibCunOB,Liberty @ Cunningham,LIBERTY RD S & MARIETTA ST SE,44.891881,-123.059219,,,,,,0
770,LibKueOB,Liberty @ Kuebler,LIBERTY RD S & KIMERON ST SE,44.882685,-123.061281,,,,,,0
772,LibKamOB,Liberty @ Kamela,LIBERTY RD S & KEVIN WY SE,44.878708,-123.061473,,,,,,0
778,LonHruIB,Lone Oak @ Hrubetz,LONE OAK RD SE & ARLENE AV SE,44.888608,-123.04905,,,,,,0
781,LibGreIB,Liberty @ Gregory,LIBERTY RD S & IDYLWOOD DR SE,44.893179,-123.057863,,,,,,0
782,LibFriIB,Liberty @ Friendship,LIBERTY RD S & FRIENDSHIP AV SE,44.895021,-123.056406,,,,,,0
783,LibVinIB,Liberty @ Vine,LIBERTY RD S & CHARLES AV S,44.898642,-123.053897,,,,,,0
784,LibHarIB,Liberty @ Harvard,LIBERTY RD S & EWALD AV S,44.901967,-123.052009,,,,,,0
803,WinWinOB,Wintergreen @ Winchester,WINTERGREEN AV NW & WINCHESTER ST NW,44.968893,-123.067095,,,,,,0
811,17NebrOB,17th @ Nebraska,17TH ST NE & NEBRASKA AV NE,44.946022,-123.014819,,,,,,0
812,17MadiOB,17th @ Madison,17TH ST NE & MADISON ST NE,44.951862,-123.011874,,,,,,0
813,17GranOB,17th @ Grant,17TH ST NE & GRANT ST NE,44.953416,-123.011062,,,,,,0
814,17SunnOB,17th @ Sunnyview,SUNNYVIEW RD NE & 17TH ST NE,44.956211,-123.010718,,,,,,0
815,SunFaiOB,Sunnyview @ Fairgrounds Parking,SUNNYVIEW RD NE & 17TH ST NE,44.95524,-123.006391,,,,,,0
816,SunEveOB,Sunnyview @ Evergreen,SUNNYVIEW RD NE & EVERGREEN AV NE,44.953909,-123.003155,,,,,,0
817,SunLanOB,Sunnyview @ Lansing,SUNNYVIEW RD NE & LANSING AV NE,44.953872,-122.997737,,,,,,0
832,HyaPorNW,Hyacinth @ Portland Rd,HYACINTH ST NE,44.98003,-122.998105,,,,,,0
839,SilRobIB,Silverton Rd @ Robert,SILVERTON RD NE & ROBERT AV NE,44.967314,-122.995852,,,,,,0
846,SunEveIB,Sunnyview @ Evergreen,SUNNYVIEW RD NE & EVERGREEN AV NE,44.953972,-123.002254,,,,,,0
847,SunSpoIB,Sunnyview @ Sports Field,SUNNYVIEW RD NE & EVERGREEN AV NE,44.955671,-123.006924,,,,,,0
848,17SunIB,17th @ Sunnyview,17TH ST NE & SUNNYVIEW RD NE,44.955968,-123.010832,,,,,,0
849,17MadIB,17th @ Madison,17TH ST NE & MADISON ST NE,44.951943,-123.011938,,,,,,0
851,17DStIB,17th @ D St,17TH ST NE & D ST NE,44.944189,-123.015873,,,,,,0
856,Stat21OB,State @ 21st,STATE ST & 21ST ST SE,44.934192,-123.016553,,,,,,0
857,Stat23OB,State @ 23rd,STATE ST & 23RD ST SE,44.933692,-123.014668,,,,,,0
858,Stat24OB,State @ 24th,STATE ST & WANDER WY SE,44.932652,-123.010978,,,,,,0
859,Stat25OB,State @ 25th,STATE ST & 25TH ST SE,44.932005,-123.009003,,,,,,0
860,StaAirOB,State @ Airport Rd,STATE ST & AIRPORT RD SE,44.928753,-123.003066,,,,,,0
861,StaHawOB,State @ Hawthorne,STATE ST & HAWTHORNE AV NE,44.927766,-122.992526,,,,,,0
